respondent	chosen	male	id	pct_price_change_8	available_8	pct_price_change_16	available_16	pct_price_change_15	available_15	pct_price_change_4	available_4	pct_price_change_20	available_20	pct_price_change_1	available_1	pct_price_change_13	available_13	pct_price_change_5	available_5	pct_price_change_11	available_11	pct_price_change_3	available_3	pct_price_change_14	available_14	pct_price_change_17	available_17	pct_price_change_0	available_0	pct_price_change_19	available_19	pct_price_change_12	available_12	pct_price_change_10	available_10	pct_price_change_18	available_18	pct_price_change_9	available_9	pct_price_change_6	available_6	pct_price_change_2	available_2	pct_price_change_7	available_7
60	19	1	459	0	0	-0.05	1	0	0	0	0	0.15	1	0	0	0	1	0.05	1	0	0	0	1	0	1	0	0	0	1	-0.1	1	-0.05	1	-0.05	1	0	0	0	0	0	0	0	0	-0.05	1
15	19	1	314	0.05	1	0	1	0.1	1	0.05	1	-0.05	1	0	0	0	0	-0.05	1	-0.05	1	0	0	0	0	0	0	0	1	0.15	1	0	0	-0.1	1	0	0	0	0	0	0	0	0	0.05	1
39	19	0	938	0.1	1	0.1	1	-0.1	1	0	0	0	0	-0.1	1	0	0	0	0	0	0	0	0	0	0	-0.05	1	0	1	-0.1	1	0	0	0	0	-0.05	1	-0.1	1	0	1	-0.05	1	0	0
28	19	0	627	0	0	-0.1	1	0	0	0.1	1	0	0	0	0	0.1	1	0.1	1	0	0	0	0	0	0	-0.05	1	0	1	-0.05	1	0	1	0	0	0.15	1	0	0	0.1	1	0	0	0.1	1
92	18	1	391	-0.05	1	0	0	0	0	0	0	0	0	0	0	0.05	1	0	0	0.15	1	-0.1	1	0	0	0	0	0	1	0.15	1	0.05	1	-0.05	1	0.1	1	0	0	0.05	1	0	0	0.05	1
45	20	1	444	0.15	1	0	0	0	0	0.15	1	0.1	1	0	0	0	0	0	0	0	0	-0.1	1	-0.1	1	0.05	1	0	1	0	0	0	1	-0.05	1	0	0	0	0	0.05	1	0	0	0.1	1
75	20	1	274	0	0	0	0	0	0	0	0	-0.1	1	0	0	0.15	1	0	1	0	0	0.05	1	0	0	0	0	0	1	0	0	-0.05	1	0.15	1	0.15	1	-0.1	1	0	1	-0.1	1	0	0
1	16	1	400	0.1	1	-0.05	1	0	0	0	0	0	0	0	0	0	0	0.15	1	0	0	0	0	-0.1	1	0	0	0	1	0	0	0.05	1	0.1	1	0.05	1	0.1	1	0.15	1	0	1	0	0
90	18	0	689	0.05	1	0	0	0	0	0.15	1	0	0	0	0	0	1	0.05	1	-0.05	1	0	0	0.05	1	0	0	0	1	0	0	0	0	0	1	0.05	1	-0.05	1	0	0	0	0	0.1	1
94	18	0	893	0	0	-0.1	1	0.1	1	0.1	1	0	0	0	1	0	1	0	0	0	0	0	0	-0.05	1	0.1	1	0	1	0	0	0	0	0	0	0.05	1	0	1	0.15	1	0	0	0	0
74	18	1	473	0.05	1	-0.1	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.1	1	-0.05	1	-0.1	1	0	0	0	1	0	0	0	1	0	0	-0.05	1	-0.1	1	0.1	1	0.15	1	0	0
37	20	0	636	0.15	1	0	0	0.05	1	0	0	0.05	1	0	0	0	0	0	0	-0.05	1	0.05	1	-0.05	1	0	0	0	1	0.1	1	0	0	0	0	0.05	1	0.1	1	0.15	1	0	0	0	0
21	19	1	320	-0.1	1	-0.1	1	0	0	0	1	0	0	0	0	-0.1	1	0.05	1	0	0	0.15	1	0	0	0	0	0	1	-0.05	1	0	0	0.05	1	0	0	0	0	0	0	0.15	1	0	1
27	20	1	426	0	0	-0.05	1	0	1	0	0	0	1	0.05	1	0	0	0.1	1	0	0	0	0	0	0	0.15	1	0	1	0	0	0	0	0.15	1	-0.05	1	0.15	1	0	0	-0.05	1	0	0
96	19	0	595	0	0	0.05	1	0.15	1	-0.1	1	0.05	1	0	0	0	0	0	0	0	1	0	0	0.05	1	0	0	0	1	-0.1	1	0	0	0	0	0	0	0.15	1	0	0	0.05	1	-0.05	1
20	20	0	819	0	0	0	0	0	0	0.1	1	-0.05	1	-0.05	1	0	0	-0.05	1	-0.1	1	0.1	1	-0.05	1	0	0	0	1	0	0	0	0	0	1	-0.1	1	0	0	0	0	0.15	1	0	0
48	20	1	47	-0.1	1	0.15	1	0	0	-0.1	1	-0.05	1	0	0	0	0	0.1	1	0.1	1	0.05	1	0	0	0	0	0	1	-0.05	1	0	0	0	0	-0.1	1	0	0	0.15	1	0	0	0	0
13	19	1	412	0	0	0	0	0	0	0	0	0	0	0.1	1	-0.05	1	0	0	0	1	0.15	1	0.1	1	0.05	1	0	1	0.15	1	0.05	1	0	0	0	0	-0.1	1	0	0	0	0	0.15	1
52	18	0	651	0	0	0	0	0.05	1	0	0	0	0	0.15	1	0	0	0.05	1	0	1	0	0	0	1	0	1	0	1	0	0	0.15	1	0	0	-0.1	1	0	0	0.1	1	0	0	-0.1	1
42	20	0	741	-0.05	1	0.1	1	0	0	0.15	1	-0.05	1	0.15	1	0	0	0	0	0	0	0	0	-0.1	1	0	0	0	1	0.1	1	0	0	0	0	0.15	1	0	0	0.1	1	-0.05	1	0	0
14	17	0	813	0	0	0	0	0	0	0.1	1	0	0	-0.05	1	0	0	0	1	0	0	-0.1	1	0.1	1	0.05	1	0	1	0	0	0.05	1	0.1	1	0	0	0	0	0	0	0.05	1	-0.05	1
12	18	1	211	0	0	0	0	0.15	1	0.15	1	0	0	0	0	0	0	-0.1	1	0	1	0	1	0	0	0.15	1	0	1	0	0	0	1	0	0	0.1	1	0	0	0	1	0	1	0	0
47	20	1	46	0	0	0	0	0	0	-0.1	1	0.15	1	0	0	0	0	0	0	0	0	0.05	1	0	1	-0.05	1	0	1	0	0	0	1	0.15	1	0.1	1	0.05	1	0.15	1	0	0	0	0
84	20	1	83	0	0	0	1	0	1	0	0	0.15	1	0.1	1	0	0	0	1	0	0	0.05	1	0	0	0	0	0	1	0	0	-0.1	1	-0.05	1	0	0	0	1	0	0	0	0	0.15	1
71	19	0	970	0.1	1	0.15	1	0	0	0.1	1	0	0	0	0	-0.05	1	0	0	0	1	0	0	0	0	0.1	1	0	1	-0.05	1	-0.05	1	0	0	0	0	0	0	0	0	0.05	1	0.15	1
20	14	0	919	0	0	0	0	-0.05	1	0.05	1	0	0	0	0	0.15	1	0.05	1	0	0	-0.05	1	-0.1	1	0	0	0	1	0	0	0	0	0	0	0	0	-0.05	1	0.05	1	0.05	1	-0.1	1
16	18	1	15	0	0	0.1	1	-0.1	1	0	0	0	0	-0.05	1	0	0	-0.05	1	0	0	0	0	0	0	0	0	0	1	0	0	0.1	1	0	0	-0.1	1	0.15	1	0.1	1	0.15	1	0.1	1
5	19	1	304	0	0	0	1	0	1	0	0	0	0	0.1	1	0.05	1	0	0	0	0	0	0	-0.1	1	-0.05	1	0	1	0.05	1	0	0	0	0	0	0	-0.05	1	0	0	-0.05	1	-0.05	1
52	17	0	851	0	0	-0.05	1	0.1	1	-0.1	1	0	0	0.05	1	-0.1	1	0	0	-0.1	1	0.15	1	0	0	-0.1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.05	1	-0.1	1
62	19	1	361	0.15	1	0	1	0	0	0.05	1	0	1	-0.1	1	0	0	0.15	1	0	0	0.15	1	-0.1	1	0	0	0	1	-0.1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
78	19	1	77	0	1	0	0	0	0	0.15	1	0	0	-0.05	1	0.05	1	0	0	0	0	-0.05	1	0	0	0	0	0	1	-0.1	1	-0.05	1	0.15	1	0	0	0	0	0	0	0.1	1	0.1	1
26	19	1	125	0	1	0	0	0	0	0	0	0	0	0	0	-0.1	1	-0.1	1	0.15	1	0	0	0	1	0	1	0	1	0.15	1	0.05	1	0	0	0	0	0	0	0.1	1	0	0	0.1	1
41	14	1	140	0	0	0	0	-0.05	1	-0.1	1	0	0	0.1	1	0	0	0	0	0	0	0.15	1	-0.05	1	0	0	0	1	0	0	0.15	1	-0.05	1	0	0	0.15	1	0	0	0	1	0.05	1
75	20	1	474	-0.05	1	0.15	1	0.1	1	0.15	1	0.05	1	0	0	0	0	0	0	0	0	0	0	-0.05	1	0	0	0	1	0.15	1	0	0	0	0	0	1	0.05	1	0.1	1	0	0	0	0
88	20	0	687	-0.05	1	0	1	0	0	0.1	1	0.1	1	0	0	0.1	1	0	0	0	0	-0.1	1	0	0	0	0	0	1	0.05	1	0	0	0.05	1	0.05	1	0	0	0.1	1	0	0	0	0
54	20	1	153	0	0	0	0	0.1	1	0	0	-0.05	1	0	0	0	0	0	1	0	0	0	1	0.1	1	0	0	0	1	0.1	1	-0.1	1	0	0	0.1	1	-0.05	1	0	0	0	0	-0.1	1
74	19	1	73	0.1	1	-0.05	1	0	0	0.1	1	0	0	0.1	1	0	1	0	0	0.1	1	0	0	0	0	-0.1	1	0	1	0.1	1	0	0	0	0	0	0	0.1	1	0	0	0.05	1	0	0
32	19	0	631	0.05	1	0	0	0	0	0	1	0	0	0	0	0.05	1	0	0	0	1	0	0	0	0	-0.05	1	0	1	0	1	0	1	0	0	-0.05	1	0	0	0.15	1	0	0	-0.05	1
7	20	0	806	-0.05	1	0	0	0	0	0.05	1	0	1	0.15	1	-0.1	1	0	0	-0.05	1	0	0	0	0	-0.05	1	0	1	0	0	0	1	0	0	0	0	-0.05	1	0	0	0.15	1	0	0
41	20	1	40	0	0	0	0	0.1	1	0.1	1	0	1	0	0	-0.05	1	0	0	0	0	0	0	0.1	1	-0.1	1	0	1	0	0	0.05	1	-0.1	1	0	0	-0.1	1	0.05	1	0	0	0	0
57	19	1	56	0	0	0	0	-0.05	1	0	0	0	0	-0.05	1	0	0	0	0	0.05	1	-0.05	1	0	0	0.05	1	0	1	0	1	0.15	1	0.1	1	0	0	0	0	0	0	0.1	1	0.05	1
83	20	1	182	0	0	0	0	0.05	1	0	0	0.1	1	0	0	0.15	1	0	0	0	0	0	0	0	0	0.15	1	0	1	0	0	-0.05	1	0.1	1	-0.05	1	0	0	0.05	1	0.15	1	-0.1	1
56	19	1	355	-0.1	1	0.1	1	0.05	1	0.15	1	0	0	0	0	0	0	0.05	1	0	0	0	0	0	0	0	0	0	1	-0.1	1	0	0	0.15	1	0	0	-0.05	1	0	1	0.05	1	0	0
91	20	0	590	-0.05	1	0	0	0	0	-0.1	1	0	1	0.05	1	0.1	1	0	1	0	0	-0.05	1	0	0	0	0	0	1	0	0	0	0	-0.1	1	-0.1	1	0	0	0	0	0	0	0.1	1
80	19	0	579	-0.1	1	-0.05	1	0	0	0	0	0	0	0.15	1	0	0	0.15	1	0	1	-0.05	1	0.05	1	0	1	0	1	-0.05	1	0	0	-0.05	1	0	0	0	0	0	0	0	0	0	0
78	19	1	277	0.15	1	-0.1	1	0	0	0	0	0	0	0	0	0	0	-0.1	1	-0.1	1	0	1	0.15	1	0	0	0	1	0	1	0	0	0	0	0.05	1	0	0	0.15	1	-0.05	1	0	0
30	19	0	729	0	0	0	0	0.1	1	0.1	1	0	0	-0.1	1	0	0	0	0	0	0	0.1	1	0.15	1	0	0	0	1	0.1	1	0	1	0	1	0.15	1	0	0	0	0	0.05	1	0	0
47	19	0	946	0.05	1	0	0	0.15	1	0	0	0	0	-0.1	1	0.1	1	0	0	0	0	0	0	-0.05	1	0	0	0	1	-0.1	1	0	1	0	0	0	0	0	1	0	0	-0.1	1	0.1	1
24	20	1	123	0	0	0	1	0	0	-0.05	1	0.1	1	0	0	-0.1	1	0	0	-0.1	1	0	1	0	0	0	0	0	1	0	0	0.05	1	0	0	0.15	1	0	1	0	0	0	0	0.05	1
62	18	1	261	0	0	0.05	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0.1	1	0	0	-0.1	1	0	1	0.15	1	0	0	0.1	1	0.15	1	0	0	0	0	-0.1	1	-0.05	1
86	20	0	885	-0.05	1	0	0	0	0	0.15	1	0.1	1	0	0	0.05	1	0	0	-0.05	1	0.05	1	0	0	0.1	1	0	1	0	0	0.1	1	0.1	1	0	0	0	0	0.05	1	0	0	0	0
49	19	1	348	0.1	1	0	1	0	0	0	0	0	0	0	0	0.1	1	-0.1	1	0	1	0	0	0	0	0	0	0	1	0	1	0.15	1	0	0	0	1	0	0	0	1	0.15	1	0	0
85	19	0	984	-0.1	1	0	0	0.1	1	0.15	1	0.15	1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	1	0	1	0	1	0	1	0	0	0	1	0.05	1	0	1	0	0	0	0
69	19	0	868	-0.05	1	0	0	0	0	0	0	0	0	-0.05	1	0	0	0	1	0	1	-0.05	1	-0.1	1	0.1	1	0	1	0	1	-0.1	1	0	0	0	0	0	0	0	1	0	0	0	0
33	20	1	332	0.1	1	-0.1	1	-0.1	1	0	1	-0.05	1	-0.05	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.05	1	-0.1	1	0	0	0.1	1
92	19	0	891	0.15	1	0	1	-0.05	1	0	1	0	0	0.1	1	0.05	1	0	0	0	0	0	1	0	0	0	0	0	1	0.1	1	0	0	0	0	0	0	0.05	1	0	0	0	0	-0.1	1
66	18	0	965	0	0	-0.05	1	0.05	1	0.05	1	0.15	1	0	0	0	0	0.1	1	0	0	0	0	0	1	0	0	0	1	0	0	-0.1	1	0.05	1	-0.05	1	0	0	0	0	-0.05	1	0	0
69	20	1	468	0	1	0	0	0.05	1	0	0	-0.1	1	0	0	0.05	1	0	0	0	0	0.15	1	0.05	1	0.15	1	0	1	0	0	0	0	-0.1	1	0.15	1	0	0	0	0	0.1	1	0	0
81	20	0	880	-0.05	1	0	0	0	0	0	0	0.05	1	-0.05	1	-0.1	1	-0.05	1	0	0	0	1	-0.1	1	-0.05	1	0	1	0.15	1	0.05	1	0	0	0	0	0	0	0	0	0	0	0	0
34	19	1	333	-0.05	1	0	0	0.05	1	0.1	1	0	0	0	0	0	1	0	0	0	0	0.15	1	0.15	1	0	0	0	1	0.15	1	0	0	0	0	0	0	-0.05	1	-0.05	1	0.05	1	0	0
76	18	0	575	0	0	0	0	0	0	0	0	0	0	0	0	-0.05	1	0.1	1	-0.05	1	0	0	0	0	-0.05	1	0	1	0	0	-0.05	1	0.15	1	0.05	1	0.1	1	-0.05	1	0	1	0	0
31	18	0	730	-0.1	1	0	1	0	0	0.1	1	0	0	0	0	0	0	0	0	0.05	1	0	1	0.15	1	0.15	1	0	1	0	0	0	0	0.05	1	0.05	1	0	0	0	0	0	0	0.15	1
1	20	0	800	0	0	0	0	0.05	1	0	0	0	1	0.05	1	0	0	0	0	-0.05	1	-0.05	1	-0.05	1	0	0	0	1	0	1	0	0	0	0	0.15	1	0	0	0.1	1	0	0	0	1
85	16	1	484	-0.1	1	-0.1	1	0	0	0.05	1	0	0	-0.05	1	-0.1	1	0	0	0	0	0.15	1	0.1	1	0	0	0	1	0	0	0.15	1	0.05	1	0.05	1	0	0	0	0	0	0	0	0
90	20	1	189	0	0	0	0	0.15	1	0	0	-0.05	1	0	0	0	0	0.1	1	0	0	0.1	1	0	0	-0.1	1	0	1	0	0	0.15	1	-0.1	1	0.05	1	0.05	1	0.1	1	0	0	0	0
16	20	0	915	0	0	0	0	0	0	0	0	-0.1	1	0.05	1	0	0	-0.05	1	0.15	1	0.05	1	-0.05	1	0.1	1	0	1	0	0	0	0	0.05	1	0	0	0	0	-0.05	1	-0.1	1	0	0
70	19	0	569	-0.1	1	0	0	-0.1	1	-0.05	1	0	0	0	0	0	0	0	0	0.1	1	-0.05	1	0.15	1	0	0	0	1	0.15	1	0.1	1	0	0	0.05	1	0	0	0	0	0	0	-0.05	1
13	20	0	712	0	1	0	0	-0.05	1	0	0	0.15	1	0	0	0.1	1	0	0	0	1	0.1	1	0	0	0	0	0	1	-0.05	1	0	0	0.1	1	-0.1	1	-0.1	1	0	0	0	0	0	0
5	19	1	404	0	1	0.1	1	0	0	0	0	0	0	0	0	-0.1	1	-0.05	1	0	0	-0.1	1	0.1	1	0	0	0	1	-0.1	1	0	0	0.15	1	0	1	0.1	1	0	0	0	0	0	0
8	20	0	507	0	0	0	0	0.05	1	-0.05	1	0	1	0.15	1	0	1	0	0	0	0	0.15	1	0	0	0	0	0	1	-0.1	1	0	0	0	0	0.05	1	0	0	0.1	1	0.15	1	0	0
97	16	0	596	-0.1	1	0.1	1	0.1	1	0	0	0	0	0	0	0.05	1	0	0	0	0	-0.05	1	0	0	0.1	1	0	1	0	0	-0.05	1	0	0	0.1	1	0.1	1	0	0	0	1	0	0
34	20	1	233	0	0	0	0	0	0	0	0	0.05	1	-0.05	1	-0.1	1	0	1	0	0	0	0	0	0	0.05	1	0	1	0.1	1	0	0	0	0	0	0	-0.1	1	0	1	-0.05	1	0.05	1
48	20	0	547	0	1	0	0	0	0	0	0	0.05	1	0	1	0.1	1	0	0	0	0	0.15	1	0.1	1	0	0	0	1	0	0	0	0	0.15	1	-0.05	1	0	0	0	0	-0.05	1	0.05	1
24	20	0	923	0	0	0.15	1	0	1	0	0	0.05	1	0	0	0	0	0.05	1	0	1	0	0	0.1	1	0	0	0	1	-0.1	1	-0.05	1	0	0	0	0	0	0	0.05	1	0	0	-0.05	1
86	18	1	485	0	0	-0.05	1	0	0	0	0	0	0	-0.05	1	-0.05	1	0.15	1	0	0	0.15	1	0	1	-0.1	1	0	1	0	0	0	0	0	1	0.05	1	0	0	0.1	1	0	0	0	0
53	19	0	952	0.05	1	0	0	-0.05	1	0	0	0	0	0	0	0	0	0	1	-0.05	1	-0.05	1	0	0	0	0	0	1	0.05	1	-0.1	1	0	0	0	0	0.1	1	-0.05	1	0.15	1	0	0
98	16	0	997	0	0	-0.05	1	-0.05	1	0	0	-0.1	1	-0.1	1	0	0	-0.1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.05	1	-0.1	1	0.05	1	0.15	1	-0.1	1	0	0
79	19	0	578	0	0	0	0	-0.05	1	0.15	1	0	0	0	0	-0.05	1	0	0	0	0	0.15	1	-0.05	1	0	0	0	1	-0.05	1	-0.05	1	-0.1	1	0	0	0	0	0.15	1	0.1	1	0	0
78	15	0	977	0	0	-0.05	1	0.1	1	0	0	0	0	0	0	0	1	-0.05	1	-0.05	1	-0.05	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	-0.1	1	0	1	0	0	0.1	1
57	19	0	556	0.15	1	0	0	0.15	1	0	0	0	0	0.05	1	0	0	0	1	0.15	1	-0.1	1	0	0	0	0	0	1	0.1	1	0.1	1	0	0	0	0	-0.1	1	0	0	0	0	-0.05	1
77	17	1	376	0	0	0	0	-0.05	1	0	0	0	0	0.05	1	0	0	0	0	0.05	1	0	1	0	0	-0.1	1	0	1	0	0	0.15	1	0.15	1	0	0	0	1	0	1	0.15	1	0	0
27	20	1	226	0.1	1	0	0	0	0	0.1	1	-0.1	1	0	0	0	0	0	0	0.15	1	0	0	0	0	-0.1	1	0	1	-0.05	1	-0.05	1	-0.1	1	-0.1	1	0	1	0	0	0	0	0	0
1	18	0	500	0	0	0	0	0.05	1	0	0	0	0	-0.05	1	-0.1	1	0	0	0.15	1	0	0	-0.1	1	0	0	0	1	0	0	0.1	1	0	0	0.05	1	-0.05	1	0.15	1	0	0	-0.1	1
14	17	1	13	0	0	0	0	-0.05	1	-0.1	1	0	0	0.15	1	0	0	0.1	1	0.15	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	-0.1	1	0	0	0.05	1	0.1	1	0	0
24	20	0	723	0.15	1	-0.1	1	0	0	0.05	1	0.1	1	0	0	0	0	-0.1	1	0	0	-0.05	1	-0.05	1	0.1	1	0	1	0	0	0	0	0.1	1	0	0	0	0	0.1	1	0	0	0	0
80	17	0	879	-0.1	1	0	0	-0.05	1	0	0	0	0	0	0	0	1	0.15	1	0	0	0	0	0	0	0.1	1	0	1	-0.1	1	-0.1	1	0	0	0	0	0	0	0.1	1	0.05	1	0	1
16	20	0	515	0	1	0	1	0	0	0	0	0.1	1	0.15	1	-0.1	1	0	0	0	0	0	0	-0.05	1	0	1	0	1	0.1	1	0	0	0	0	0.1	1	0	0	0.15	1	0	0	0	0
67	19	0	566	-0.05	1	0	0	-0.1	1	0	0	0	0	0	1	0	1	0.05	1	0	0	0	0	0.05	1	0	0	0	1	0.1	1	0.1	1	-0.1	1	0	0	0	1	0	0	0	0	0	0
92	15	1	91	0.15	1	0.15	1	-0.1	1	-0.05	1	0	0	0	0	0	0	0.05	1	0	0	0	0	-0.05	1	0	0	0	1	0	0	0.15	1	-0.1	1	0	0	0	0	0	0	0.1	1	0	1
43	17	0	642	0	0	-0.1	1	-0.1	1	0.15	1	0	0	0	0	0	0	0	1	-0.05	1	0	0	0	0	0	1	0	1	0	0	0.05	1	0.15	1	0.1	1	0	0	-0.1	1	0	0	0	0
96	20	0	695	0.05	1	0	1	0.05	1	0	0	0	1	0	0	0	0	0	0	-0.05	1	0.1	1	0.1	1	0	0	0	1	0	0	0	1	0	0	0.05	1	0.15	1	0	0	0	0	0	0
38	20	0	737	0.15	1	-0.1	1	0.15	1	0	0	-0.1	1	0	0	0	1	0	0	0	0	0	0	-0.1	1	0	0	0	1	-0.05	1	0	0	0.05	1	0	0	0	0	-0.05	1	0.1	1	0	0
71	20	0	770	0	0	0	0	0	0	0	0	-0.05	1	0.15	1	-0.1	1	0	0	0	1	0	0	-0.1	1	-0.05	1	0	1	0	0	0	0	0.15	1	0.15	1	-0.1	1	0	0	0	0	0.15	1
34	18	1	433	0.05	1	0	0	0	0	0.15	1	0	0	0	0	0	0	0.05	1	0	1	0.1	1	0	0	0.05	1	0	1	0	0	0	0	0.05	1	0.05	1	0.1	1	0	0	0	0	0.15	1
4	15	1	303	0.05	1	0	1	0.05	1	-0.05	1	0	0	-0.1	1	0	0	0.1	1	0	1	0	0	-0.05	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.05	1	0.15	1
41	19	0	540	0	1	0	0	0.1	1	0	0	0	0	0	0	0	0	0.15	1	0.15	1	0	0	0	0	0.1	1	0	1	0.1	1	0	0	0.1	1	0.05	1	-0.1	1	0	0	0	0	0.15	1
94	14	1	293	0.05	1	0	1	0	0	0	0	0	0	0	0	-0.1	1	0	0	0.15	1	0.05	1	-0.05	1	-0.1	1	0	1	0	0	0	1	0	0	0	0	0	0	-0.05	1	0	1	0	0
44	18	0	543	0	0	0.05	1	0	0	0.05	1	0	0	0	1	0	0	0	0	0.1	1	0.05	1	0.05	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0.15	1	0.05	1	0.05	1
66	20	1	365	0.05	1	0.15	1	0	0	0.05	1	0	1	0	0	0	0	0	0	0	0	0.15	1	0.05	1	0	0	0	1	0	0	-0.1	1	0.05	1	0	0	-0.1	1	-0.05	1	0	0	0	0
11	20	0	610	0	0	0	1	0	0	0	0	0.05	1	0	0	0.15	1	0	0	-0.05	1	0.05	1	0	0	0	0	0	1	0	0	-0.1	1	0.05	1	0	0	0.05	1	0	0	0.15	1	0.15	1
83	18	0	782	-0.1	1	0	0	-0.05	1	0	0	0	0	-0.05	1	0	0	-0.05	1	0	0	0	0	0	0	0.15	1	0	1	0	0	0.15	1	0.1	1	0.05	1	0.05	1	0	0	0	0	-0.05	1
33	19	0	532	0	0	0	0	0	0	0.05	1	0	0	0	0	0.15	1	0	1	0	1	-0.05	1	0.15	1	0	0	0	1	0	1	-0.05	1	0	0	0	0	-0.1	1	0	0	0.1	1	0	0
70	20	0	869	0.05	1	0	0	0	0	0	0	0	1	0	0	0.15	1	0.1	1	0.05	1	0	0	0	0	0	0	0	1	0	0	0.05	1	-0.1	1	-0.05	1	0	0	0	0	-0.05	1	-0.1	1
66	19	1	165	0	0	0	0	0	0	-0.05	1	0	0	0.1	1	-0.05	1	0	0	0	0	0.15	1	-0.05	1	0.1	1	0	1	0.1	1	0.05	1	0.05	1	0.1	1	0	0	0	0	0	0	0	0
88	18	1	287	0	0	-0.1	1	0.15	1	0.05	1	0	0	0	0	0	0	0.1	1	0.05	1	0	0	0	0	0	0	0	1	0	0	-0.05	1	0.15	1	-0.1	1	0	1	0	0	0.1	1	0	0
49	20	0	748	0	0	0	0	0	0	-0.05	1	0.1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1	1	-0.1	1	0	0	-0.05	1	0.15	1	0	1	0.15	1	0.15	1
38	18	0	837	0	1	0.05	1	0.05	1	0	0	0	0	0.1	1	0.05	1	0	0	0.1	1	0	0	0.1	1	0	0	0	1	0	0	-0.1	1	0	0	0.15	1	0	0	0.1	1	0	0	0	0
22	19	1	21	0	0	0	0	0.15	1	0	0	0	0	0	0	0	0	0	1	-0.1	1	0	0	-0.1	1	0	0	0	1	0	1	0	0	0.05	1	0.05	1	0.1	1	-0.05	1	-0.1	1	0	0
77	20	0	976	0	0	0	0	0	0	-0.1	1	-0.05	1	0	0	0.05	1	-0.1	1	0	0	0	0	0.1	1	0	0	0	1	0	0	-0.05	1	-0.05	1	0	0	-0.1	1	0	0	0.1	1	0.1	1
98	17	0	897	0	0	0.15	1	0	0	0.15	1	0	0	0	0	0.15	1	0.1	1	0	1	0	0	0	0	0	1	0	1	0.05	1	0	0	0	0	0	0	-0.05	1	-0.1	1	-0.1	1	0	0
53	20	1	152	0	0	0	0	0	0	0.05	1	0.1	1	0	0	0	0	0.05	1	0	0	0	0	0.15	1	0	1	0	1	0	1	0.05	1	0	0	0	0	0.05	1	0	0	-0.1	1	0	1
76	20	1	475	0	0	0	0	0.1	1	-0.05	1	-0.1	1	-0.1	1	0	1	0	0	0	0	0	0	-0.05	1	0	0	0	1	0	0	-0.1	1	0.05	1	0.1	1	0	0	0	0	-0.1	1	0	0
37	18	0	536	0	0	0	1	0.1	1	0.15	1	0	0	0.15	1	0	0	0	0	0	0	0	0	0	0	-0.1	1	0	1	0.05	1	0	0	0.15	1	0.1	1	0	0	-0.1	1	0.1	1	0	0
20	19	0	719	0.05	1	0.05	1	0.05	1	0.05	1	0	0	-0.1	1	0	0	0	0	0	0	0	1	0.15	1	0	0	0	1	0.15	1	0	0	0	0	0	0	0.1	1	0	0	0	0	0.1	1
2	18	1	401	0.05	1	0	0	0	0	0	0	0	0	0.1	1	0	0	0	0	0.15	1	0.15	1	0.1	1	0	0	0	1	0	0	-0.1	1	0.05	1	-0.1	1	0	0	0.15	1	0	0	0.1	1
71	19	0	570	-0.1	1	0.05	1	0	0	0	0	0.05	1	0	0	0	0	0	0	0	0	-0.05	1	0.1	1	0	0	0	1	-0.1	1	0.1	1	0.15	1	0	0	0	0	0.1	1	0	0	0	1
6	19	1	5	0	0	0	0	0	0	0	0	-0.05	1	0	0	0	0	0	0	0.05	1	0.1	1	-0.05	1	-0.05	1	0	1	0.1	1	-0.05	1	0	0	0	0	0	1	0.05	1	-0.05	1	0	0
82	20	1	281	0.1	1	0.15	1	0	0	0	0	-0.05	1	0	0	0	0	0	1	0	0	0	0	0	1	0.05	1	0	1	0	1	0.05	1	0	0	0	1	0	0	0	0	0	1	0	0
63	20	1	462	0	0	-0.1	1	-0.05	1	0.15	1	0	1	0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.05	1	-0.1	1	0	0	0	0	0	0	-0.1	1	-0.1	1	0	0
2	20	1	301	0	0	0	1	0	0	0.15	1	-0.05	1	0	0	0	0	0	0	0	0	-0.1	1	-0.1	1	0	0	0	1	0.15	1	-0.1	1	0	1	-0.05	1	0.1	1	0	0	0	0	0	0
62	20	1	461	0	0	-0.05	1	-0.05	1	0	0	0.1	1	-0.05	1	0	0	-0.05	1	0	0	0.1	1	0	0	0	0	0	1	0	0	0	1	0.15	1	0	0	-0.05	1	0	0	0.15	1	0	0
82	20	1	181	0.1	1	0	0	0	0	-0.1	1	-0.1	1	0.05	1	0	0	0	0	-0.1	1	0.1	1	0.15	1	0	0	0	1	0	1	-0.1	1	0	0	0	0	0	0	0.05	1	0	0	0	0
